"combined_bucket","amount_percentile_bin","score_percentile_bin","min_amount","max_amount","min_score","max_score","total_transactions","fraud_transactions","fraud_percentage"
1084,11,84,7.59000,7.99000,"564","576",1689,5,0.30
1085,11,85,7.59000,7.99000,"576","589",1648,5,0.30
1086,11,86,7.59000,7.99000,"590","604",1506,3,0.20
1087,11,87,7.59000,7.99000,"604","619",1532,3,0.20
1088,11,88,7.59000,7.99000,"619","635",1320,3,0.23
1089,11,89,7.59000,7.99000,"635","651",1247,9,0.72
1090,11,90,7.59000,7.99000,"652","664",1089,4,0.37
1091,11,91,7.59000,7.99000,"664","679",1031,5,0.48
1092,11,92,7.59000,7.99000,"680","695",916,6,0.66
1093,11,93,7.59000,7.99000,"696","713",826,3,0.36
1094,11,94,7.59000,7.99000,"714","733",713,5,0.70
1095,11,95,7.59000,7.99000,"734","753",676,4,0.59
1096,11,96,7.59000,7.99000,"754","769",628,7,1.11
1097,11,97,7.59000,7.99000,"770","789",591,3,0.51
1098,11,98,7.59000,7.99000,"790","811",547,5,0.91
1099,11,99,7.59000,7.99000,"811","838",442,8,1.81
1100,11,100,7.59000,7.99000,"838","991",403,2,0.50
1101,12,1,7.99000,7.99000,"002","019",31570,12,0.04
1102,12,2,7.99000,7.99000,"019","026",19753,6,0.03
1103,12,3,7.99000,7.99000,"026","032",13404,5,0.04
1104,12,4,7.99000,7.99000,"032","037",9629,3,0.03
1105,12,5,7.99000,7.99000,"037","041",7617,5,0.07
1106,12,6,7.99000,7.99000,"041","045",6357,2,0.03
1107,12,7,7.99000,7.99000,"045","048",5585,2,0.04
1108,12,8,7.99000,7.99000,"048","051",5057,6,0.12
1109,12,9,7.99000,7.99000,"051","055",4571,2,0.04
1110,12,10,7.99000,7.99000,"055","059",4353,4,0.09
1111,12,11,7.99000,7.99000,"059","063",3910,4,0.10
1112,12,12,7.99000,7.99000,"063","066",3917,1,0.03
1113,12,13,7.99000,7.99000,"066","070",3841,3,0.08
1114,12,14,7.99000,7.99000,"070","073",3746,2,0.05
1115,12,15,7.99000,7.99000,"073","076",3697,3,0.08
1116,12,16,7.99000,7.99000,"076","079",3636,0,0.00
1117,12,17,7.99000,7.99000,"079","083",3624,2,0.06
1118,12,18,7.99000,7.99000,"083","086",3444,2,0.06
1119,12,19,7.99000,7.99000,"086","089",3613,1,0.03
1120,12,20,7.99000,7.99000,"089","092",3570,2,0.06
1121,12,21,7.99000,7.99000,"092","096",3516,2,0.06
1122,12,22,7.99000,7.99000,"096","099",3497,1,0.03
1123,12,23,7.99000,7.99000,"099","104",3565,1,0.03
1124,12,24,7.99000,7.99000,"104","109",3550,4,0.11
1125,12,25,7.99000,7.99000,"109","114",3560,3,0.08
1126,12,26,7.99000,7.99000,"114","120",3545,3,0.08
1127,12,27,7.99000,7.99000,"120","126",3637,0,0.00
1128,12,28,7.99000,7.99000,"126","131",3717,2,0.05
1129,12,29,7.99000,7.99000,"131","137",3645,3,0.08
1130,12,30,7.99000,7.99000,"137","143",3671,4,0.11
1131,12,31,7.99000,7.99000,"143","148",3827,6,0.16
1132,12,32,7.99000,7.99000,"148","154",3718,5,0.13
1133,12,33,7.99000,7.99000,"154","159",3850,3,0.08
1134,12,34,7.99000,7.99000,"159","165",3971,1,0.03
1135,12,35,7.99000,7.99000,"165","171",3858,2,0.05
1136,12,36,7.99000,7.99000,"171","176",3950,4,0.10
1137,12,37,7.99000,7.99000,"176","182",3929,4,0.10
1138,12,38,7.99000,7.99000,"182","188",4075,4,0.10
1139,12,39,7.99000,7.99000,"188","194",4101,5,0.12
1140,12,40,7.99000,7.99000,"194","200",3947,4,0.10
1141,12,41,7.99000,7.99000,"200","206",4031,6,0.15
1142,12,42,7.99000,7.99000,"206","212",4102,2,0.05
1143,12,43,7.99000,7.99000,"212","217",4179,5,0.12
1144,12,44,7.99000,7.99000,"217","223",4050,1,0.02
1145,12,45,7.99000,7.99000,"223","230",3994,6,0.15
1146,12,46,7.99000,7.99000,"230","236",3926,6,0.15
1147,12,47,7.99000,7.99000,"236","242",4013,2,0.05
1148,12,48,7.99000,7.99000,"242","249",3974,4,0.10
1149,12,49,7.99000,7.99000,"249","255",3836,6,0.16
1150,12,50,7.99000,7.99000,"255","261",3801,8,0.21
1151,12,51,7.99000,7.99000,"261","267",3787,3,0.08
1152,12,52,7.99000,7.99000,"267","273",3828,8,0.21
1153,12,53,7.99000,7.99000,"274","280",3819,4,0.10
1154,12,54,7.99000,7.99000,"280","287",3672,1,0.03
1155,12,55,7.99000,7.99000,"287","294",3648,6,0.16
1156,12,56,7.99000,7.99000,"294","301",3652,3,0.08
1157,12,57,7.99000,7.99000,"301","307",3714,4,0.11
1158,12,58,7.99000,7.99000,"307","314",3523,4,0.11
1159,12,59,7.99000,7.99000,"314","321",3546,6,0.17
1160,12,60,7.99000,7.99000,"321","328",3735,4,0.11
1161,12,61,7.99000,7.99000,"328","336",3534,5,0.14
1162,12,62,7.99000,7.99000,"336","343",3521,5,0.14
1163,12,63,7.99000,7.99000,"344","351",3464,8,0.23
1164,12,64,7.99000,7.99000,"351","358",3445,5,0.15
1165,12,65,7.99000,7.99000,"358","366",3288,6,0.18
1166,12,66,7.99000,7.99000,"366","374",3230,8,0.25
1167,12,67,7.99000,7.99000,"374","382",3072,7,0.23
1168,12,68,7.99000,7.99000,"382","390",3098,6,0.19
1169,12,69,7.99000,7.99000,"390","399",3189,7,0.22
1170,12,70,7.99000,7.99000,"400","408",2910,4,0.14
1171,12,71,7.99000,7.99000,"408","417",2918,7,0.24
1172,12,72,7.99000,7.99000,"418","427",2771,8,0.29
1173,12,73,7.99000,7.99000,"427","437",2562,8,0.31
1174,12,74,7.99000,7.99000,"438","448",2518,11,0.44
1175,12,75,7.99000,7.99000,"448","459",2477,6,0.24
1176,12,76,7.99000,7.99000,"459","469",2104,4,0.19
1177,12,77,7.99000,7.99000,"470","481",2071,6,0.29
1178,12,78,7.99000,7.99000,"482","493",1817,1,0.06
1179,12,79,7.99000,7.99000,"494","507",1861,8,0.43
1180,12,80,7.99000,7.99000,"507","521",1537,5,0.33
1181,12,81,7.99000,7.99000,"522","537",1348,4,0.30
1182,12,82,7.99000,7.99000,"537","551",1196,2,0.17
1183,12,83,7.99000,7.99000,"552","563",1087,0,0.00
1184,12,84,7.99000,7.99000,"564","576",852,6,0.70
1185,12,85,7.99000,7.99000,"576","589",803,4,0.50
1186,12,86,7.99000,7.99000,"590","604",732,1,0.14
1187,12,87,7.99000,7.99000,"604","619",711,2,0.28
1188,12,88,7.99000,7.99000,"619","635",598,1,0.17
1189,12,89,7.99000,7.99000,"635","651",501,0,0.00
1190,12,90,7.99000,7.99000,"652","664",439,1,0.23
1191,12,91,7.99000,7.99000,"664","679",392,1,0.26
1192,12,92,7.99000,7.99000,"680","695",337,2,0.59
1193,12,93,7.99000,7.99000,"696","713",312,5,1.60
1194,12,94,7.99000,7.99000,"714","733",240,2,0.83
1195,12,95,7.99000,7.99000,"734","753",254,2,0.79
1196,12,96,7.99000,7.99000,"754","769",228,0,0.00
1197,12,97,7.99000,7.99000,"770","789",178,2,1.12
1198,12,98,7.99000,7.99000,"790","811",159,1,0.63
1199,12,99,7.99000,7.99000,"811","838",108,1,0.93
1200,12,100,7.99000,7.99000,"839","978",71,1,1.41
1201,13,1,7.99000,7.99000,"002","019",31005,6,0.02
1202,13,2,7.99000,7.99000,"019","026",20463,10,0.05
1203,13,3,7.99000,7.99000,"026","032",13527,4,0.03
1204,13,4,7.99000,7.99000,"032","037",9648,3,0.03
1205,13,5,7.99000,7.99000,"037","041",7798,4,0.05
1206,13,6,7.99000,7.99000,"041","045",6482,3,0.05
1207,13,7,7.99000,7.99000,"045","048",5543,5,0.09
1208,13,8,7.99000,7.99000,"048","051",5003,3,0.06
1209,13,9,7.99000,7.99000,"051","055",4641,4,0.09
1210,13,10,7.99000,7.99000,"055","059",4577,0,0.00
1211,13,11,7.99000,7.99000,"059","063",4175,0,0.00
1212,13,12,7.99000,7.99000,"063","066",3910,2,0.05
1213,13,13,7.99000,7.99000,"066","070",3909,3,0.08
1214,13,14,7.99000,7.99000,"070","073",3878,0,0.00
1215,13,15,7.99000,7.99000,"073","076",3717,3,0.08
1216,13,16,7.99000,7.99000,"076","079",3639,1,0.03
1217,13,17,7.99000,7.99000,"079","083",3628,2,0.06
1218,13,18,7.99000,7.99000,"083","086",3485,4,0.11
1219,13,19,7.99000,7.99000,"086","089",3562,1,0.03
1220,13,20,7.99000,7.99000,"089","092",3600,3,0.08
1221,13,21,7.99000,7.99000,"092","096",3570,3,0.08
1222,13,22,7.99000,7.99000,"096","099",3572,4,0.11
1223,13,23,7.99000,7.99000,"099","104",3576,1,0.03
1224,13,24,7.99000,7.99000,"104","109",3616,2,0.06
1225,13,25,7.99000,7.99000,"109","114",3559,1,0.03
1226,13,26,7.99000,7.99000,"114","120",3609,1,0.03
1227,13,27,7.99000,7.99000,"120","126",3590,1,0.03
1228,13,28,7.99000,7.99000,"126","131",3546,1,0.03
1229,13,29,7.99000,7.99000,"131","137",3643,2,0.05
1230,13,30,7.99000,7.99000,"137","143",3637,2,0.05
1231,13,31,7.99000,7.99000,"143","148",3797,5,0.13
1232,13,32,7.99000,7.99000,"148","154",3870,4,0.10
1233,13,33,7.99000,7.99000,"154","159",3725,2,0.05
1234,13,34,7.99000,7.99000,"159","165",3979,2,0.05
1235,13,35,7.99000,7.99000,"165","171",4036,3,0.07
1236,13,36,7.99000,7.99000,"171","176",4006,4,0.10
1237,13,37,7.99000,7.99000,"176","182",4055,3,0.07
1238,13,38,7.99000,7.99000,"182","188",3915,4,0.10
1239,13,39,7.99000,7.99000,"188","194",4004,3,0.07
1240,13,40,7.99000,7.99000,"194","200",3881,3,0.08
1241,13,41,7.99000,7.99000,"200","206",4066,4,0.10
1242,13,42,7.99000,7.99000,"206","212",4037,2,0.05
1243,13,43,7.99000,7.99000,"212","217",4078,4,0.10
1244,13,44,7.99000,7.99000,"217","223",4090,7,0.17
1245,13,45,7.99000,7.99000,"223","230",3965,6,0.15
1246,13,46,7.99000,7.99000,"230","236",4066,5,0.12
1247,13,47,7.99000,7.99000,"236","242",3894,5,0.13
1248,13,48,7.99000,7.99000,"242","249",3741,1,0.03
1249,13,49,7.99000,7.99000,"249","255",4073,3,0.07
1250,13,50,7.99000,7.99000,"255","261",4024,2,0.05
1251,13,51,7.99000,7.99000,"261","267",3911,4,0.10
1252,13,52,7.99000,7.99000,"267","273",3734,7,0.19
1253,13,53,7.99000,7.99000,"274","280",3858,3,0.08
1254,13,54,7.99000,7.99000,"280","287",3695,5,0.14
1255,13,55,7.99000,7.99000,"287","294",3694,3,0.08
1256,13,56,7.99000,7.99000,"294","301",3621,8,0.22
1257,13,57,7.99000,7.99000,"301","307",3640,9,0.25
1258,13,58,7.99000,7.99000,"307","314",3597,8,0.22
1259,13,59,7.99000,7.99000,"314","321",3511,3,0.09
1260,13,60,7.99000,7.99000,"321","328",3514,6,0.17
1261,13,61,7.99000,7.99000,"328","336",3421,4,0.12
1262,13,62,7.99000,7.99000,"336","343",3516,9,0.26
1263,13,63,7.99000,7.99000,"344","351",3515,5,0.14
1264,13,64,7.99000,7.99000,"351","358",3316,9,0.27
1265,13,65,7.99000,7.99000,"358","366",3226,6,0.19
1266,13,66,7.99000,7.99000,"366","374",3205,14,0.44
1267,13,67,7.99000,7.99000,"374","382",3034,3,0.10
1268,13,68,7.99000,7.99000,"382","390",3144,4,0.13
1269,13,69,7.99000,7.99000,"390","399",3054,5,0.16
1270,13,70,7.99000,7.99000,"400","408",2777,3,0.11
1271,13,71,7.99000,7.99000,"408","417",2897,7,0.24
1272,13,72,7.99000,7.99000,"418","427",2660,6,0.23
1273,13,73,7.99000,7.99000,"427","437",2460,4,0.16
1274,13,74,7.99000,7.99000,"438","448",2383,4,0.17
1275,13,75,7.99000,7.99000,"448","459",2324,10,0.43
1276,13,76,7.99000,7.99000,"459","469",2068,5,0.24
1277,13,77,7.99000,7.99000,"470","481",2029,7,0.34
1278,13,78,7.99000,7.99000,"482","493",1778,6,0.34
1279,13,79,7.99000,7.99000,"494","507",1818,8,0.44
1280,13,80,7.99000,7.99000,"507","521",1558,5,0.32
1281,13,81,7.99000,7.99000,"522","537",1377,3,0.22
1282,13,82,7.99000,7.99000,"537","551",1182,6,0.51
1283,13,83,7.99000,7.99000,"552","563",1112,4,0.36
1284,13,84,7.99000,7.99000,"564","576",912,1,0.11
1285,13,85,7.99000,7.99000,"576","589",837,4,0.48
1286,13,86,7.99000,7.99000,"590","604",752,3,0.40
1287,13,87,7.99000,7.99000,"604","619",637,0,0.00
1288,13,88,7.99000,7.99000,"619","635",568,5,0.88
1289,13,89,7.99000,7.99000,"635","651",493,2,0.41
1290,13,90,7.99000,7.99000,"652","664",403,1,0.25
1291,13,91,7.99000,7.99000,"664","679",370,1,0.27
1292,13,92,7.99000,7.99000,"680","695",332,0,0.00
1293,13,93,7.99000,7.99000,"696","713",287,2,0.70
1294,13,94,7.99000,7.99000,"714","733",260,0,0.00
1295,13,95,7.99000,7.99000,"734","753",222,1,0.45
1296,13,96,7.99000,7.99000,"754","769",217,1,0.46
1297,13,97,7.99000,7.99000,"770","789",144,1,0.69
1298,13,98,7.99000,7.99000,"790","811",138,0,0.00
1299,13,99,7.99000,7.99000,"811","838",103,0,0.00
1300,13,100,7.99000,7.99000,"838","946",72,1,1.39
1301,14,1,7.99000,8.50000,"003","019",6366,3,0.05
1302,14,2,7.99000,8.50000,"019","026",5095,4,0.08
1303,14,3,7.99000,8.50000,"026","032",4362,2,0.05
1304,14,4,7.99000,8.50000,"032","037",4380,3,0.07
1305,14,5,7.99000,8.50000,"037","041",4471,1,0.02
1306,14,6,7.99000,8.50000,"041","045",4395,4,0.09
1307,14,7,7.99000,8.50000,"045","048",4736,0,0.00
1308,14,8,7.99000,8.50000,"048","051",4849,0,0.00
1309,14,9,7.99000,8.50000,"051","055",4865,4,0.08
1310,14,10,7.99000,8.50000,"055","059",4987,2,0.04
1311,14,11,7.99000,8.50000,"059","063",4962,1,0.02
1312,14,12,7.99000,8.50000,"063","066",5158,1,0.02
1313,14,13,7.99000,8.50000,"066","070",5240,2,0.04
1314,14,14,7.99000,8.50000,"070","073",5056,1,0.02
1315,14,15,7.99000,8.50000,"073","076",5155,2,0.04
1316,14,16,7.99000,8.50000,"076","079",5015,0,0.00
1317,14,17,7.99000,8.50000,"079","083",4895,0,0.00
1318,14,18,7.99000,8.50000,"083","086",5120,1,0.02
1319,14,19,7.99000,8.50000,"086","089",5149,1,0.02
1320,14,20,7.99000,8.50000,"089","092",4853,0,0.00
1321,14,21,7.99000,8.50000,"092","096",4876,1,0.02
1322,14,22,7.99000,8.50000,"096","099",4727,2,0.04
1323,14,23,7.99000,8.50000,"099","104",4841,0,0.00
1324,14,24,7.99000,8.50000,"104","109",4870,1,0.02
1325,14,25,7.99000,8.50000,"109","114",4694,0,0.00
1326,14,26,7.99000,8.50000,"114","120",4632,1,0.02
1327,14,27,7.99000,8.50000,"120","126",4750,1,0.02
1328,14,28,7.99000,8.50000,"126","131",4583,4,0.09
1329,14,29,7.99000,8.50000,"131","137",4662,2,0.04
1330,14,30,7.99000,8.50000,"137","143",4572,2,0.04
1331,14,31,7.99000,8.50000,"143","148",4594,2,0.04
1332,14,32,7.99000,8.50000,"148","154",4439,1,0.02
1333,14,33,7.99000,8.50000,"154","159",4539,2,0.04
1334,14,34,7.99000,8.50000,"159","165",4469,2,0.04
1335,14,35,7.99000,8.50000,"165","171",4389,1,0.02
1336,14,36,7.99000,8.50000,"171","176",4650,6,0.13
1337,14,37,7.99000,8.50000,"176","182",4299,1,0.02
1338,14,38,7.99000,8.50000,"182","188",4376,1,0.02
1339,14,39,7.99000,8.50000,"188","194",4286,4,0.09
1340,14,40,7.99000,8.50000,"194","200",4353,2,0.05
1341,14,41,7.99000,8.50000,"200","206",4354,4,0.09
1342,14,42,7.99000,8.50000,"206","212",4305,5,0.12
1343,14,43,7.99000,8.50000,"212","217",4315,3,0.07
1344,14,44,7.99000,8.50000,"217","223",4323,5,0.12
1345,14,45,7.99000,8.50000,"223","230",4221,5,0.12
1346,14,46,7.99000,8.50000,"230","236",4236,2,0.05
1347,14,47,7.99000,8.50000,"236","242",4160,5,0.12
1348,14,48,7.99000,8.50000,"242","249",4096,5,0.12
1349,14,49,7.99000,8.50000,"249","255",4091,2,0.05
1350,14,50,7.99000,8.50000,"255","261",4102,7,0.17
1351,14,51,7.99000,8.50000,"261","267",4079,3,0.07
1352,14,52,7.99000,8.50000,"267","273",4143,3,0.07
1353,14,53,7.99000,8.50000,"274","280",4035,3,0.07
1354,14,54,7.99000,8.50000,"280","287",3962,5,0.13
1355,14,55,7.99000,8.50000,"287","294",3881,4,0.10
1356,14,56,7.99000,8.50000,"294","301",3981,4,0.10
1357,14,57,7.99000,8.50000,"301","307",3925,7,0.18
1358,14,58,7.99000,8.50000,"307","314",3893,1,0.03
1359,14,59,7.99000,8.50000,"314","321",3828,4,0.10
1360,14,60,7.99000,8.50000,"321","328",3727,3,0.08
1361,14,61,7.99000,8.50000,"328","336",3617,4,0.11
1362,14,62,7.99000,8.50000,"336","343",3735,5,0.13
1363,14,63,7.99000,8.50000,"344","351",3499,3,0.09
1364,14,64,7.99000,8.50000,"351","358",3629,5,0.14
1365,14,65,7.99000,8.50000,"358","366",3553,3,0.08
1366,14,66,7.99000,8.50000,"366","374",3511,11,0.31
1367,14,67,7.99000,8.50000,"374","382",3258,3,0.09
1368,14,68,7.99000,8.50000,"382","390",3410,8,0.23
1369,14,69,7.99000,8.50000,"390","399",3422,9,0.26
1370,14,70,7.99000,8.50000,"400","408",3144,9,0.29
1371,14,71,7.99000,8.50000,"408","417",3261,6,0.18
1372,14,72,7.99000,8.50000,"418","427",3266,10,0.31
1373,14,73,7.99000,8.50000,"427","437",3077,4,0.13
1374,14,74,7.99000,8.50000,"438","448",2889,7,0.24
1375,14,75,7.99000,8.50000,"448","459",2975,7,0.24
1376,14,76,7.99000,8.50000,"459","469",2737,5,0.18
1377,14,77,7.99000,8.50000,"470","481",2760,7,0.25
1378,14,78,7.99000,8.50000,"482","493",2523,6,0.24
1379,14,79,7.99000,8.50000,"494","507",2654,6,0.23
1380,14,80,7.99000,8.50000,"507","521",2451,5,0.20
1381,14,81,7.99000,8.50000,"522","537",2214,8,0.36
1382,14,82,7.99000,8.50000,"537","551",2172,4,0.18
1383,14,83,7.99000,8.50000,"552","563",2104,6,0.29
1384,14,84,7.99000,8.50000,"564","576",1875,10,0.53
1385,14,85,7.99000,8.50000,"576","589",1854,2,0.11
1386,14,86,7.99000,8.50000,"590","604",1733,7,0.40
1387,14,87,7.99000,8.50000,"604","619",1724,7,0.41
1388,14,88,7.99000,8.50000,"619","635",1555,1,0.06
1389,14,89,7.99000,8.50000,"635","651",1506,3,0.20
1390,14,90,7.99000,8.50000,"652","664",1310,5,0.38
1391,14,91,7.99000,8.50000,"664","679",1259,6,0.48
1392,14,92,7.99000,8.50000,"680","695",1072,5,0.47
1393,14,93,7.99000,8.50000,"696","713",1125,4,0.36
1394,14,94,7.99000,8.50000,"714","733",1048,4,0.38
1395,14,95,7.99000,8.50000,"734","753",977,6,0.61
1396,14,96,7.99000,8.50000,"754","769",926,3,0.32
1397,14,97,7.99000,8.50000,"770","789",749,3,0.40
1398,14,98,7.99000,8.50000,"790","811",699,3,0.43
1399,14,99,7.99000,8.50000,"811","838",586,2,0.34
1400,14,100,7.99000,8.50000,"838","988",560,4,0.71
1401,15,1,8.50000,8.97000,"003","019",1238,1,0.08
1402,15,2,8.50000,8.97000,"019","026",1809,1,0.06
1403,15,3,8.50000,8.97000,"026","032",2600,0,0.00
1404,15,4,8.50000,8.97000,"032","037",3298,1,0.03
1405,15,5,8.50000,8.97000,"037","041",3742,1,0.03
1406,15,6,8.50000,8.97000,"041","045",4209,1,0.02
1407,15,7,8.50000,8.97000,"045","048",4392,0,0.00
1408,15,8,8.50000,8.97000,"048","051",4797,0,0.00
1409,15,9,8.50000,8.97000,"051","055",4825,0,0.00
1410,15,10,8.50000,8.97000,"055","059",5166,1,0.02
1411,15,11,8.50000,8.97000,"059","063",5324,4,0.08
1412,15,12,8.50000,8.97000,"063","066",5267,4,0.08
1413,15,13,8.50000,8.97000,"066","070",5487,1,0.02
1414,15,14,8.50000,8.97000,"070","073",5419,3,0.06
1415,15,15,8.50000,8.97000,"073","076",5480,1,0.02
1416,15,16,8.50000,8.97000,"076","079",5502,0,0.00
1417,15,17,8.50000,8.97000,"079","083",5465,2,0.04
1418,15,18,8.50000,8.97000,"083","086",5375,1,0.02
1419,15,19,8.50000,8.97000,"086","089",5263,0,0.00
1420,15,20,8.50000,8.97000,"089","092",5248,1,0.02
1421,15,21,8.50000,8.97000,"092","096",5230,1,0.02
1422,15,22,8.50000,8.97000,"096","099",5217,2,0.04
1423,15,23,8.50000,8.97000,"099","104",4996,2,0.04
1424,15,24,8.50000,8.97000,"104","109",4986,5,0.10
1425,15,25,8.50000,8.97000,"109","114",5105,5,0.10
1426,15,26,8.50000,8.97000,"114","120",4994,1,0.02
1427,15,27,8.50000,8.97000,"120","126",4864,1,0.02
1428,15,28,8.50000,8.97000,"126","131",4942,0,0.00
1429,15,29,8.50000,8.97000,"131","137",4917,1,0.02
1430,15,30,8.50000,8.97000,"137","143",4728,1,0.02
1431,15,31,8.50000,8.97000,"143","148",4690,5,0.11
1432,15,32,8.50000,8.97000,"148","154",4691,2,0.04
1433,15,33,8.50000,8.97000,"154","159",4717,1,0.02
1434,15,34,8.50000,8.97000,"159","165",4625,3,0.06
1435,15,35,8.50000,8.97000,"165","171",4502,3,0.07
1436,15,36,8.50000,8.97000,"171","176",4508,1,0.02
1437,15,37,8.50000,8.97000,"176","182",4428,1,0.02
1438,15,38,8.50000,8.97000,"182","188",4506,5,0.11
1439,15,39,8.50000,8.97000,"188","194",4425,5,0.11
1440,15,40,8.50000,8.97000,"194","200",4308,3,0.07
1441,15,41,8.50000,8.97000,"200","206",4370,2,0.05
1442,15,42,8.50000,8.97000,"206","212",4276,4,0.09
1443,15,43,8.50000,8.97000,"212","217",4328,3,0.07
1444,15,44,8.50000,8.97000,"217","223",4211,2,0.05
1445,15,45,8.50000,8.97000,"223","230",4196,4,0.10
1446,15,46,8.50000,8.97000,"230","236",4153,3,0.07
1447,15,47,8.50000,8.97000,"236","242",4168,3,0.07
1448,15,48,8.50000,8.97000,"242","249",4232,6,0.14
1449,15,49,8.50000,8.97000,"249","255",4115,5,0.12
1450,15,50,8.50000,8.97000,"255","261",4098,5,0.12
1451,15,51,8.50000,8.97000,"261","267",4126,5,0.12
1452,15,52,8.50000,8.97000,"267","273",3961,3,0.08
1453,15,53,8.50000,8.97000,"274","280",3917,3,0.08
1454,15,54,8.50000,8.97000,"280","287",3783,2,0.05
1455,15,55,8.50000,8.97000,"287","294",3732,1,0.03
1456,15,56,8.50000,8.97000,"294","301",3852,5,0.13
1457,15,57,8.50000,8.97000,"301","307",3761,2,0.05
1458,15,58,8.50000,8.97000,"307","314",3751,4,0.11
1459,15,59,8.50000,8.97000,"314","321",3631,10,0.28
1460,15,60,8.50000,8.97000,"321","328",3613,8,0.22
1461,15,61,8.50000,8.97000,"328","336",3607,5,0.14
1462,15,62,8.50000,8.97000,"336","343",3575,3,0.08
1463,15,63,8.50000,8.97000,"344","351",3612,3,0.08
1464,15,64,8.50000,8.97000,"351","358",3432,6,0.17
1465,15,65,8.50000,8.97000,"358","366",3323,2,0.06
1466,15,66,8.50000,8.97000,"366","374",3311,5,0.15
1467,15,67,8.50000,8.97000,"374","382",3243,5,0.15
1468,15,68,8.50000,8.97000,"382","390",3331,5,0.15
1469,15,69,8.50000,8.97000,"390","399",3334,3,0.09
1470,15,70,8.50000,8.97000,"400","408",3212,4,0.12
1471,15,71,8.50000,8.97000,"408","417",3346,9,0.27
1472,15,72,8.50000,8.97000,"418","427",3215,6,0.19
1473,15,73,8.50000,8.97000,"427","437",3106,2,0.06
1474,15,74,8.50000,8.97000,"438","448",3020,2,0.07
1475,15,75,8.50000,8.97000,"448","459",3099,12,0.39
1476,15,76,8.50000,8.97000,"459","469",2714,6,0.22
1477,15,77,8.50000,8.97000,"470","481",3073,9,0.29
1478,15,78,8.50000,8.97000,"482","493",2735,5,0.18
1479,15,79,8.50000,8.97000,"494","507",2988,5,0.17
1480,15,80,8.50000,8.97000,"507","521",2651,8,0.30
1481,15,81,8.50000,8.97000,"522","537",2633,5,0.19
1482,15,82,8.50000,8.97000,"537","551",2560,8,0.31
1483,15,83,8.50000,8.97000,"552","563",2428,6,0.25
1484,15,84,8.50000,8.97000,"564","576",2222,4,0.18
1485,15,85,8.50000,8.97000,"576","589",2329,2,0.09
1486,15,86,8.50000,8.97000,"590","604",2007,3,0.15
1487,15,87,8.50000,8.97000,"604","619",2099,10,0.48
1488,15,88,8.50000,8.97000,"619","635",1977,8,0.40
1489,15,89,8.50000,8.97000,"635","651",1931,4,0.21
1490,15,90,8.50000,8.97000,"652","664",1681,7,0.42
1491,15,91,8.50000,8.97000,"664","679",1742,5,0.29
1492,15,92,8.50000,8.97000,"680","695",1564,7,0.45
1493,15,93,8.50000,8.97000,"696","713",1537,9,0.59
1494,15,94,8.50000,8.97000,"714","733",1473,3,0.20
1495,15,95,8.50000,8.97000,"734","753",1304,9,0.69
1496,15,96,8.50000,8.97000,"754","769",1142,4,0.35
1497,15,97,8.50000,8.97000,"770","789",945,8,0.85
1498,15,98,8.50000,8.97000,"790","811",723,6,0.83
1499,15,99,8.50000,8.97000,"811","838",564,5,0.89
1500,15,100,8.50000,8.97000,"838","986",439,3,0.68
1501,16,1,8.97000,9.60000,"004","019",1613,1,0.06
1502,16,2,8.97000,9.60000,"019","026",2181,0,0.00
1503,16,3,8.97000,9.60000,"026","032",2928,1,0.03
1504,16,4,8.97000,9.60000,"032","037",3495,3,0.09
1505,16,5,8.97000,9.60000,"037","041",3969,1,0.03
1506,16,6,8.97000,9.60000,"041","045",4193,0,0.00
1507,16,7,8.97000,9.60000,"045","048",4543,1,0.02
1508,16,8,8.97000,9.60000,"048","051",4822,1,0.02
1509,16,9,8.97000,9.60000,"051","055",4939,3,0.06
1510,16,10,8.97000,9.60000,"055","059",5059,3,0.06
1511,16,11,8.97000,9.60000,"059","063",5209,0,0.00
1512,16,12,8.97000,9.60000,"063","066",5350,2,0.04
1513,16,13,8.97000,9.60000,"066","070",5362,0,0.00
1514,16,14,8.97000,9.60000,"070","073",5421,2,0.04
1515,16,15,8.97000,9.60000,"073","076",5359,1,0.02
1516,16,16,8.97000,9.60000,"076","079",5484,4,0.07
1517,16,17,8.97000,9.60000,"079","083",5484,2,0.04
1518,16,18,8.97000,9.60000,"083","086",5389,1,0.02
1519,16,19,8.97000,9.60000,"086","089",5438,5,0.09
1520,16,20,8.97000,9.60000,"089","092",5320,1,0.02
1521,16,21,8.97000,9.60000,"092","096",5224,1,0.02
1522,16,22,8.97000,9.60000,"096","099",5277,2,0.04
1523,16,23,8.97000,9.60000,"099","104",5140,0,0.00
1524,16,24,8.97000,9.60000,"104","109",5115,3,0.06
1525,16,25,8.97000,9.60000,"109","114",5032,0,0.00
1526,16,26,8.97000,9.60000,"114","120",5014,2,0.04
1527,16,27,8.97000,9.60000,"120","126",4848,1,0.02
1528,16,28,8.97000,9.60000,"126","131",4936,2,0.04
1529,16,29,8.97000,9.60000,"131","137",4817,2,0.04
1530,16,30,8.97000,9.60000,"137","143",4780,1,0.02
1531,16,31,8.97000,9.60000,"143","148",4813,1,0.02
1532,16,32,8.97000,9.60000,"148","154",4662,3,0.06
1533,16,33,8.97000,9.60000,"154","159",4643,4,0.09
1534,16,34,8.97000,9.60000,"159","165",4584,3,0.07
